,A,B
1164,방배현대홈타운1차 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배현대홈타운1차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1165,진흥 아파트와 가까운 지하철역은?,"MATCH (n {name:’진흥'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1166,방배래미안아트힐 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배래미안아트힐'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1167,현대슈퍼빌 아파트와 가까운 지하철역은?,"MATCH (n {name:’현대슈퍼빌'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1168,서초포레스타6단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초포레스타6단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1169,서초포레스타5단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초포레스타5단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1170,신반포10차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포10차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1171,신반포8차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포8차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1172,반포르엘 아파트와 가까운 지하철역은?,"MATCH (n {name:’반포르엘'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1173,래미안서초스위트 아파트와 가까운 지하철역은?,"MATCH (n {name:’래미안서초스위트'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1174,서초교대e편한세상 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초교대e편한세상'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1175,래미안서초에스티지 아파트와 가까운 지하철역은?,"MATCH (n {name:’래미안서초에스티지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1176,반포힐스테이트 아파트와 가까운 지하철역은?,"MATCH (n {name:’반포힐스테이트'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1177,강변 아파트와 가까운 지하철역은?,"MATCH (n {name:’강변'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1178,LH서초5단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’LH서초5단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1179,우성5차 아파트와 가까운 지하철역은?,"MATCH (n {name:’우성5차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1180,신반포12차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포12차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1181,신반포청구 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포청구'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1182,신반포16차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포16차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1183,방배아트자이 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배아트자이'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1184,방배현대홈타운2차 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배현대홈타운2차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1185,서초LH4단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초LH4단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1186,삼성쉐르빌II 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼성쉐르빌II'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1187,서초포레스타3단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초포레스타3단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1188,롯데캐슬갤럭시2차 아파트와 가까운 지하철역은?,"MATCH (n {name:’롯데캐슬갤럭시2차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1189,더샵서초 아파트와 가까운 지하철역은?,"MATCH (n {name:’더샵서초'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1190,래미안신반포리오센트 아파트와 가까운 지하철역은?,"MATCH (n {name:’래미안신반포리오센트'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1191,래미안서초유니빌 아파트와 가까운 지하철역은?,"MATCH (n {name:’래미안서초유니빌'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1192,서초센트럴아이파크 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초센트럴아이파크'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1193,반포미도2차 아파트와 가까운 지하철역은?,"MATCH (n {name:’반포미도2차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1194,방배대우디오빌 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배대우디오빌'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1195,한강 아파트와 가까운 지하철역은?,"MATCH (n {name:’한강'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1196,방배서리풀e-편한세상 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배서리풀e-편한세상'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1197,삼호1차 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼호1차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1198,롯데캐슬헤론 아파트와 가까운 지하철역은?,"MATCH (n {name:’롯데캐슬헤론'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1199,현대 아파트와 가까운 지하철역은?,"MATCH (n {name:’현대'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1200,대림 아파트와 가까운 지하철역은?,"MATCH (n {name:’대림'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1201,한신서래 아파트와 가까운 지하철역은?,"MATCH (n {name:’한신서래'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1202,방배우성 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배우성'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1203,동고 아파트와 가까운 지하철역은?,"MATCH (n {name:’동고'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1204,신반포7차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포7차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1205,서초네이처힐6단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초네이처힐6단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1206,서초이오빌 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초이오빌'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1207,삼호4차 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼호4차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1208,임광3차 아파트와 가까운 지하철역은?,"MATCH (n {name:’임광3차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1209,"임광1,2차 아파트와 가까운 지하철역은?","MATCH (n {name:’임광1,2차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1210,방배래미안 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배래미안'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1211,방배래미안타워 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배래미안타워'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1212,대우효령 아파트와 가까운 지하철역은?,"MATCH (n {name:’대우효령'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1213,삼익 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼익'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1214,신동아 아파트와 가까운 지하철역은?,"MATCH (n {name:’신동아'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1215,서초네이처힐4단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초네이처힐4단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1216,신반포11차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포11차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1217,서초포레스타7단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초포레스타7단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1218,블루힐하우스 아파트와 가까운 지하철역은?,"MATCH (n {name:’블루힐하우스'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1219,서초롯데캐슬프레지던트 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초롯데캐슬프레지던트'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1220,아남 아파트와 가까운 지하철역은?,"MATCH (n {name:’아남'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1221,반포센트레빌아스테리움 아파트와 가까운 지하철역은?,"MATCH (n {name:’반포센트레빌아스테리움'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1222,신반포19차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포19차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1223,서초현대 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초현대'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1224,잠원현대훼밀리 아파트와 가까운 지하철역은?,"MATCH (n {name:’잠원현대훼밀리'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1225,서초한신 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초한신'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1226,한신로얄 아파트와 가까운 지하철역은?,"MATCH (n {name:’한신로얄'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1227,한신타운 아파트와 가까운 지하철역은?,"MATCH (n {name:’한신타운'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1228,코오롱 아파트와 가까운 지하철역은?,"MATCH (n {name:’코오롱'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1229,우면한라 아파트와 가까운 지하철역은?,"MATCH (n {name:’우면한라'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1230,반포한신타워 아파트와 가까운 지하철역은?,"MATCH (n {name:’반포한신타워'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1231,서초e-편한세상1차 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초e-편한세상1차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1232,킴스빌리지 아파트와 가까운 지하철역은?,"MATCH (n {name:’킴스빌리지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1233,서초리시온 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초리시온'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1234,롯데캐슬갤럭시1차 아파트와 가까운 지하철역은?,"MATCH (n {name:’롯데캐슬갤럭시1차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1235,서초롯데캐슬리버티 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초롯데캐슬리버티'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1236,현대ESA 아파트와 가까운 지하철역은?,"MATCH (n {name:’현대ESA'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1237,신화 아파트와 가까운 지하철역은?,"MATCH (n {name:’신화'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1238,금호베스트빌 아파트와 가까운 지하철역은?,"MATCH (n {name:’금호베스트빌'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1239,삼성서초가든스위트 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼성서초가든스위트'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1240,서초네이처힐7단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초네이처힐7단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1241,신반포27차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포27차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1242,서초현대4차 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초현대4차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1243,현대성우 아파트와 가까운 지하철역은?,"MATCH (n {name:’현대성우'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1244,서초대우디오빌프라임 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초대우디오빌프라임'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1245,힐스테이트서초젠트리스 아파트와 가까운 지하철역은?,"MATCH (n {name:’힐스테이트서초젠트리스'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1246,서초삼성래미안 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초삼성래미안'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1247,반포푸르지오 아파트와 가까운 지하철역은?,"MATCH (n {name:’반포푸르지오'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1248,서초트라팰리스 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초트라팰리스'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1249,방배아크로타워 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배아크로타워'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1250,잠원중앙하이츠(B동) 아파트와 가까운 지하철역은?,"MATCH (n {name:’잠원중앙하이츠(B동)'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1251,방배아크로리버 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배아크로리버'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1252,방배e-편한세상3차 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배e-편한세상3차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1253,신동아2차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신동아2차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1254,서초자이 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초자이'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1255,강남역푸르지오시티(도시형) 아파트와 가까운 지하철역은?,"MATCH (n {name:’강남역푸르지오시티(도시형)'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1256,현대동궁 아파트와 가까운 지하철역은?,"MATCH (n {name:’현대동궁'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1257,삼호한숲 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼호한숲'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1258,동원베네스트 아파트와 가까운 지하철역은?,"MATCH (n {name:’동원베네스트'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1259,신반포궁전 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포궁전'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1260,신반포25차 아파트와 가까운 지하철역은?,"MATCH (n {name:’신반포25차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1261,풍림아이원플러스 아파트와 가까운 지하철역은?,"MATCH (n {name:’풍림아이원플러스'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1262,서초네이처힐1단지 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초네이처힐1단지'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1263,양재우성KBS(113동) 아파트와 가까운 지하철역은?,"MATCH (n {name:’양재우성KBS(113동)'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1264,잠원한신그린 아파트와 가까운 지하철역은?,"MATCH (n {name:’잠원한신그린'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1265,삼호2차 아파트와 가까운 지하철역은?,"MATCH (n {name:’삼호2차'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1266,서초한빛삼성 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초한빛삼성'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1267,밀라텔쉐르빌(엠쉐르빌) 아파트와 가까운 지하철역은?,"MATCH (n {name:’밀라텔쉐르빌(엠쉐르빌)'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1268,서초아트자이 아파트와 가까운 지하철역은?,"MATCH (n {name:’서초아트자이'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1269,엠브이 아파트와 가까운 지하철역은?,"MATCH (n {name:’엠브이'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1270,잠원훼미리 아파트와 가까운 지하철역은?,"MATCH (n {name:’잠원훼미리'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1271,방배브라운스톤 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배브라운스톤'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1272,한라비발디스튜디오193(도시형) 아파트와 가까운 지하철역은?,"MATCH (n {name:’한라비발디스튜디오193(도시형)'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1273,방배마에스트로 아파트와 가까운 지하철역은?,"MATCH (n {name:’방배마에스트로'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
1274,롯데캐슬주피터 아파트와 가까운 지하철역은?,"MATCH (n {name:’롯데캐슬주피터'}) WITH n CALL spatial.closest(‘POI', {latitude:n.latitude, longitude:n.longitude), 0.5) YIELD node WITH node MATCH (node:subway) RETURN node.name limit 5"
