,A,B
4867,서초이오빌에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초이오빌’})-[:EXTERNAL]-(ext) RETURN ext.sns
4868,삼호4차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘삼호4차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4869,임광3차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘임광3차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4870,"임광1,2차에 대한 SNS 평판 댓글 정보 보여줘","MATCH (n:Apartment {name:‘임광1,2차’})-[:EXTERNAL]-(ext) RETURN ext.sns"
4871,방배래미안에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배래미안’})-[:EXTERNAL]-(ext) RETURN ext.sns
4872,방배래미안타워에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배래미안타워’})-[:EXTERNAL]-(ext) RETURN ext.sns
4873,대우효령에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘대우효령’})-[:EXTERNAL]-(ext) RETURN ext.sns
4874,삼익에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘삼익’})-[:EXTERNAL]-(ext) RETURN ext.sns
4875,신동아에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신동아’})-[:EXTERNAL]-(ext) RETURN ext.sns
4876,서초네이처힐4단지에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초네이처힐4단지’})-[:EXTERNAL]-(ext) RETURN ext.sns
4877,신반포11차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포11차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4878,서초포레스타7단지에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초포레스타7단지’})-[:EXTERNAL]-(ext) RETURN ext.sns
4879,블루힐하우스에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘블루힐하우스’})-[:EXTERNAL]-(ext) RETURN ext.sns
4880,서초롯데캐슬프레지던트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초롯데캐슬프레지던트’})-[:EXTERNAL]-(ext) RETURN ext.sns
4881,아남에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘아남’})-[:EXTERNAL]-(ext) RETURN ext.sns
4882,반포센트레빌아스테리움에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘반포센트레빌아스테리움’})-[:EXTERNAL]-(ext) RETURN ext.sns
4883,신반포19차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포19차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4884,서초현대에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초현대’})-[:EXTERNAL]-(ext) RETURN ext.sns
4885,잠원현대훼밀리에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘잠원현대훼밀리’})-[:EXTERNAL]-(ext) RETURN ext.sns
4886,서초한신에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초한신’})-[:EXTERNAL]-(ext) RETURN ext.sns
4887,한신로얄에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘한신로얄’})-[:EXTERNAL]-(ext) RETURN ext.sns
4888,한신타운에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘한신타운’})-[:EXTERNAL]-(ext) RETURN ext.sns
4889,코오롱에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘코오롱’})-[:EXTERNAL]-(ext) RETURN ext.sns
4890,우면한라에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘우면한라’})-[:EXTERNAL]-(ext) RETURN ext.sns
4891,반포한신타워에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘반포한신타워’})-[:EXTERNAL]-(ext) RETURN ext.sns
4892,서초e-편한세상1차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초e-편한세상1차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4893,킴스빌리지에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘킴스빌리지’})-[:EXTERNAL]-(ext) RETURN ext.sns
4894,서초리시온에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초리시온’})-[:EXTERNAL]-(ext) RETURN ext.sns
4895,롯데캐슬갤럭시1차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘롯데캐슬갤럭시1차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4896,서초롯데캐슬리버티에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초롯데캐슬리버티’})-[:EXTERNAL]-(ext) RETURN ext.sns
4897,현대ESA에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘현대ESA’})-[:EXTERNAL]-(ext) RETURN ext.sns
4898,신화에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신화’})-[:EXTERNAL]-(ext) RETURN ext.sns
4899,금호베스트빌에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘금호베스트빌’})-[:EXTERNAL]-(ext) RETURN ext.sns
4900,삼성서초가든스위트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘삼성서초가든스위트’})-[:EXTERNAL]-(ext) RETURN ext.sns
4901,서초네이처힐7단지에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초네이처힐7단지’})-[:EXTERNAL]-(ext) RETURN ext.sns
4902,신반포27차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포27차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4903,서초현대4차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초현대4차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4904,현대성우에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘현대성우’})-[:EXTERNAL]-(ext) RETURN ext.sns
4905,서초대우디오빌프라임에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초대우디오빌프라임’})-[:EXTERNAL]-(ext) RETURN ext.sns
4906,힐스테이트서초젠트리스에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘힐스테이트서초젠트리스’})-[:EXTERNAL]-(ext) RETURN ext.sns
4907,서초삼성래미안에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초삼성래미안’})-[:EXTERNAL]-(ext) RETURN ext.sns
4908,반포푸르지오에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘반포푸르지오’})-[:EXTERNAL]-(ext) RETURN ext.sns
4909,서초트라팰리스에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초트라팰리스’})-[:EXTERNAL]-(ext) RETURN ext.sns
4910,방배아크로타워에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배아크로타워’})-[:EXTERNAL]-(ext) RETURN ext.sns
4911,잠원중앙하이츠(B동)에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘잠원중앙하이츠(B동)’})-[:EXTERNAL]-(ext) RETURN ext.sns
4912,방배아크로리버에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배아크로리버’})-[:EXTERNAL]-(ext) RETURN ext.sns
4913,방배e-편한세상3차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배e-편한세상3차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4914,신동아2차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신동아2차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4915,서초자이에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초자이’})-[:EXTERNAL]-(ext) RETURN ext.sns
4916,강남역푸르지오시티(도시형)에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘강남역푸르지오시티(도시형)’})-[:EXTERNAL]-(ext) RETURN ext.sns
4917,현대동궁에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘현대동궁’})-[:EXTERNAL]-(ext) RETURN ext.sns
4918,삼호한숲에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘삼호한숲’})-[:EXTERNAL]-(ext) RETURN ext.sns
4919,동원베네스트에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘동원베네스트’})-[:EXTERNAL]-(ext) RETURN ext.sns
4920,신반포궁전에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포궁전’})-[:EXTERNAL]-(ext) RETURN ext.sns
4921,신반포25차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포25차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4922,풍림아이원플러스에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘풍림아이원플러스’})-[:EXTERNAL]-(ext) RETURN ext.sns
4923,서초네이처힐1단지에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초네이처힐1단지’})-[:EXTERNAL]-(ext) RETURN ext.sns
4924,양재우성KBS(113동)에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘양재우성KBS(113동)’})-[:EXTERNAL]-(ext) RETURN ext.sns
4925,잠원한신그린에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘잠원한신그린’})-[:EXTERNAL]-(ext) RETURN ext.sns
4926,삼호2차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘삼호2차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4927,서초한빛삼성에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초한빛삼성’})-[:EXTERNAL]-(ext) RETURN ext.sns
4928,밀라텔쉐르빌(엠쉐르빌)에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘밀라텔쉐르빌(엠쉐르빌)’})-[:EXTERNAL]-(ext) RETURN ext.sns
4929,서초아트자이에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초아트자이’})-[:EXTERNAL]-(ext) RETURN ext.sns
4930,엠브이에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘엠브이’})-[:EXTERNAL]-(ext) RETURN ext.sns
4931,잠원훼미리에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘잠원훼미리’})-[:EXTERNAL]-(ext) RETURN ext.sns
4932,방배브라운스톤에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배브라운스톤’})-[:EXTERNAL]-(ext) RETURN ext.sns
4933,한라비발디스튜디오193(도시형)에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘한라비발디스튜디오193(도시형)’})-[:EXTERNAL]-(ext) RETURN ext.sns
4934,방배마에스트로에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배마에스트로’})-[:EXTERNAL]-(ext) RETURN ext.sns
4935,롯데캐슬주피터에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘롯데캐슬주피터’})-[:EXTERNAL]-(ext) RETURN ext.sns
4936,잠원현대에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘잠원현대’})-[:EXTERNAL]-(ext) RETURN ext.sns
4937,방배e-편한세상1차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배e-편한세상1차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4938,방배롯데캐슬로제에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배롯데캐슬로제’})-[:EXTERNAL]-(ext) RETURN ext.sns
4939,쌍용예가클래식에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘쌍용예가클래식’})-[:EXTERNAL]-(ext) RETURN ext.sns
4940,삼호가든맨션5차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘삼호가든맨션5차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4941,신반포18차(337동)에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포18차(337동)’})-[:EXTERNAL]-(ext) RETURN ext.sns
4942,잠원대우아이빌에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘잠원대우아이빌’})-[:EXTERNAL]-(ext) RETURN ext.sns
4943,서초한신리빙타워에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초한신리빙타워’})-[:EXTERNAL]-(ext) RETURN ext.sns
4944,삼환나띠르빌에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘삼환나띠르빌’})-[:EXTERNAL]-(ext) RETURN ext.sns
4945,서초e-편한세상2차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초e-편한세상2차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4946,서초쌍용플래티넘에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초쌍용플래티넘’})-[:EXTERNAL]-(ext) RETURN ext.sns
4947,현대ESA2에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘현대ESA2’})-[:EXTERNAL]-(ext) RETURN ext.sns
4948,서초네이처힐2단지에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초네이처힐2단지’})-[:EXTERNAL]-(ext) RETURN ext.sns
4949,신반포22차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포22차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4950,신반포9차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포9차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4951,신영체르니에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신영체르니’})-[:EXTERNAL]-(ext) RETURN ext.sns
4952,방배현대홈타운3차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배현대홈타운3차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4953,신반포17차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포17차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4954,현대멤피스에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘현대멤피스’})-[:EXTERNAL]-(ext) RETURN ext.sns
4955,서초대우아이빌에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초대우아이빌’})-[:EXTERNAL]-(ext) RETURN ext.sns
4956,삼호3차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘삼호3차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4957,잠원월드메르디앙에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘잠원월드메르디앙’})-[:EXTERNAL]-(ext) RETURN ext.sns
4958,신반포20차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포20차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4959,서초아이파크에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초아이파크’})-[:EXTERNAL]-(ext) RETURN ext.sns
4960,방배자이에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배자이’})-[:EXTERNAL]-(ext) RETURN ext.sns
4961,강남원효성에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘강남원효성’})-[:EXTERNAL]-(ext) RETURN ext.sns
4962,방배브라운가에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배브라운가’})-[:EXTERNAL]-(ext) RETURN ext.sns
4963,방배한신트리플에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배한신트리플’})-[:EXTERNAL]-(ext) RETURN ext.sns
4964,서초e-편한세상5차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘서초e-편한세상5차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4965,마제스타시티힐스테이트서리풀에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘마제스타시티힐스테이트서리풀’})-[:EXTERNAL]-(ext) RETURN ext.sns
4966,지웰홈스서초에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘지웰홈스서초’})-[:EXTERNAL]-(ext) RETURN ext.sns
4967,르엘신반포파크애비뉴에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘르엘신반포파크애비뉴’})-[:EXTERNAL]-(ext) RETURN ext.sns
4968,신반포15차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포15차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4969,녹원한신에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘녹원한신’})-[:EXTERNAL]-(ext) RETURN ext.sns
4970,신반포21차에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘신반포21차’})-[:EXTERNAL]-(ext) RETURN ext.sns
4971,방배동부센트레빌에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배동부센트레빌’})-[:EXTERNAL]-(ext) RETURN ext.sns
4972,방배아이파크에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘방배아이파크’})-[:EXTERNAL]-(ext) RETURN ext.sns
4973,헤센파크힐에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘헤센파크힐’})-[:EXTERNAL]-(ext) RETURN ext.sns
4974,르엘신반포에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘르엘신반포’})-[:EXTERNAL]-(ext) RETURN ext.sns
4975,DK밸리뷰서초(주)에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘DK밸리뷰서초(주)’})-[:EXTERNAL]-(ext) RETURN ext.sns
4976,더샵반포리버파크(도시형)에 대한 SNS 평판 댓글 정보 보여줘,MATCH (n:Apartment {name:‘더샵반포리버파크(도시형)’})-[:EXTERNAL]-(ext) RETURN ext.sns
4977,반포자이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포자이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4978,아크로리버파크와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘아크로리버파크’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4979,래미안퍼스티지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘래미안퍼스티지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4980,신반포2차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포2차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4981,서초그랑자이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초그랑자이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4982,신반포4차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포4차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4983,반포리체와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포리체’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4984,래미안리더스원와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘래미안리더스원’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4985,삼풍와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘삼풍’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4986,반포주공1단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포주공1단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4987,반포미도1차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포미도1차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4988,서초힐스와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초힐스’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4989,서초래미안와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초래미안’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4990,서초더샵포레와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초더샵포레’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4991,서초포레스타2단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초포레스타2단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4992,서초네이처힐3단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초네이처힐3단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4993,래미안원베일리와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘래미안원베일리’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4994,반포래미안아이파크와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포래미안아이파크’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4995,반포센트럴자이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포센트럴자이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4996,동아와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘동아’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4997,서초푸르지오써밋와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초푸르지오써밋’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4998,방배그랑자이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배그랑자이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
4999,반포써밋와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포써밋’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5000,아크로리버뷰신반포와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘아크로리버뷰신반포’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5001,롯데캐슬클래식와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘롯데캐슬클래식’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5002,아크로비스타와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘아크로비스타’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5003,신반포자이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포자이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5004,디에이치라클라스와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘디에이치라클라스’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5005,유원서초와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘유원서초’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5006,래미안서초에스티지S와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘래미안서초에스티지S’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5007,신동아1차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신동아1차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5008,양재우성와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘양재우성’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5009,잠원한신와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘잠원한신’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5010,서초호반써밋와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초호반써밋’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5011,래미안신반포팰리스와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘래미안신반포팰리스’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5012,방배롯데캐슬아르떼와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배롯데캐슬아르떼’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5013,방배현대홈타운1차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배현대홈타운1차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5014,진흥와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘진흥’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5015,방배래미안아트힐와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배래미안아트힐’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5016,현대슈퍼빌와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘현대슈퍼빌’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5017,서초포레스타6단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초포레스타6단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5018,서초포레스타5단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초포레스타5단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5019,신반포10차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포10차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5020,신반포8차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포8차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5021,반포르엘와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포르엘’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5022,래미안서초스위트와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘래미안서초스위트’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5023,서초교대e편한세상와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘서초교대e편한세상’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5024,래미안서초에스티지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘래미안서초에스티지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5025,반포힐스테이트와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘반포힐스테이트’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5026,강변와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘강변’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5027,LH서초5단지와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘LH서초5단지’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5028,우성5차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘우성5차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5029,신반포12차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포12차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5030,신반포청구와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포청구’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5031,신반포16차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘신반포16차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5032,방배아트자이와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배아트자이’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
5033,방배현대홈타운2차와 유사한 단지 보여줘,"MATCH (n:Apartment {name:‘방배현대홈타운2차’})-[:SIMILAR]-(a:Apartment)
RETURN a.name"
